GeneInfo	GeneID	Gene_Desc	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_015584-RA	Caust.v2_015584	patched domain-containing protein 3	444	216	275	269	179	396	658	813	366	264	310	620
Caust.v2_015585-RA	Caust.v2_015585	NA	527	407	620	473	448	584	508	659	540	479	486	560
Caust.v2_015586-RA	Caust.v2_015586	 	161	170	132	218	166	117	152	143	131	118	135	167
Caust.v2_015587-RA	Caust.v2_015587	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015588-RA	Caust.v2_015588	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015589-RA	Caust.v2_015589	NA	0	1	2	1	0	0	0	2	0	0	1	0
Caust.v2_015590-RA	Caust.v2_015590	NA	0	0	1	1	0	0	1	0	0	0	2	0
Caust.v2_015591-RA	Caust.v2_015591	NA	63	25	48	34	24	57	92	49	36	36	34	85
Caust.v2_015592-RA	Caust.v2_015592	 	605	282	374	487	277	458	490	581	355	347	371	796
Caust.v2_015593-RA	Caust.v2_015593	NA	45	47	45	31	44	43	15	31	35	28	42	17
Caust.v2_015594-RA	Caust.v2_015594	potassium voltage-gated channel protein shaker-like isoform x1	98	75	75	73	59	58	42	95	82	63	59	80
Caust.v2_015595-RA	Caust.v2_015595	NA	3	4	0	9	3	1	1	2	1	2	2	1
Caust.v2_015596-RA	Caust.v2_015596	NA	0	0	0	0	0	0	4	0	0	4	0	1
Caust.v2_015597-RA	Caust.v2_015597	NA	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_015598-RA	Caust.v2_015598	ataxin-7-like protein 3-like	1	0	1	2	0	4	2	2	0	1	1	4
Caust.v2_015599-RA	Caust.v2_015599	ribonuclease p mrp protein subunit pop5	2	1	1	2	1	0	0	2	0	0	1	1
Caust.v2_015600-RB	Caust.v2_015600	fggy carbohydrate kinase domain-containing protein	483	420	283	293	262	327	207	317	302	408	293	236
Caust.v2_015600-RB	Caust.v2_015600	fggy carbohydrate kinase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015600-RA	Caust.v2_015600	fggy carbohydrate kinase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015601-RA	Caust.v2_015601	NA	1155	618	845	1014	667	834	755	964	755	874	763	1056
Caust.v2_015602-RA	Caust.v2_015602	zinc finger protein 615-like	438	758	464	575	611	372	352	331	390	302	322	398
Caust.v2_015603-RA	Caust.v2_015603	NA	1	0	0	2	1	2	0	0	0	2	0	0
Caust.v2_015604-RA	Caust.v2_015604	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015605-RA	Caust.v2_015605	NA	0	0	0	1	0	0	0	0	0	1	0	0
Caust.v2_015606-RA	Caust.v2_015606	NA	1068	845	622	783	530	502	617	758	1010	844	660	647
Caust.v2_015607-RA	Caust.v2_015607	NA	1	6	3	4	1	0	3	0	5	1	1	1
Caust.v2_015608-RA	Caust.v2_015608	NA	554	313	428	441	260	372	365	443	278	342	325	521
Caust.v2_015609-RA	Caust.v2_015609	negative elongation factor b	957	520	681	654	423	697	683	788	662	598	707	834
Caust.v2_015610-RA	Caust.v2_015610	NA	435	524	360	622	451	373	442	543	377	370	458	485
Caust.v2_015611-RA	Caust.v2_015611	three prime repair exonuclease 2-like	200	378	325	521	286	279	299	238	245	204	337	319
Caust.v2_015612-RA	Caust.v2_015612	NA	3	1	3	4	0	1	3	0	2	0	4	0
Caust.v2_015612-RB	Caust.v2_015612	NA	33	14	49	25	20	20	2	25	4	22	6	4
Caust.v2_015612-RA	Caust.v2_015612	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015613-RA	Caust.v2_015613	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015614-RA	Caust.v2_015614	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015615-RA	Caust.v2_015615	NA	0	0	0	0	0	0	2	0	0	0	0	0
Caust.v2_015616-RA	Caust.v2_015616	NA	0	0	0	0	0	0	1	2	0	0	0	0
Caust.v2_015617-RA	Caust.v2_015617	NA	1	0	0	0	0	1	0	0	0	0	1	0
Caust.v2_015618-RA	Caust.v2_015618	NA	4	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015619-RA	Caust.v2_015619	NA	0	0	0	0	0	0	1	0	0	3	0	0
Caust.v2_015620-RA	Caust.v2_015620	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015621-RA	Caust.v2_015621	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015622-RA	Caust.v2_015622	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_015623-RA	Caust.v2_015623	NA	0	0	0	1	0	0	0	0	1	0	0	0
Caust.v2_015624-RA	Caust.v2_015624	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015625-RA	Caust.v2_015625	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_015626-RA	Caust.v2_015626	NA	0	0	1	0	0	1	0	1	1	0	1	0
Caust.v2_015627-RA	Caust.v2_015627	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015628-RA	Caust.v2_015628	NA	0	0	0	0	0	0	0	0	2	1	0	0
Caust.v2_015629-RA	Caust.v2_015629	NA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_015630-RA	Caust.v2_015630	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015631-RA	Caust.v2_015631	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015632-RA	Caust.v2_015632	NA	0	0	3	1	0	0	1	0	1	1	1	0
Caust.v2_015633-RA	Caust.v2_015633	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015634-RA	Caust.v2_015634	NA	0	0	0	0	0	2	0	1	6	2	2	0
Caust.v2_015635-RA	Caust.v2_015635	NA	0	0	0	1	1	1	0	0	1	0	0	0
Caust.v2_015636-RA	Caust.v2_015636	NA	0	0	0	0	0	0	0	1	3	0	0	0
Caust.v2_015637-RA	Caust.v2_015637	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015638-RA	Caust.v2_015638	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015639-RA	Caust.v2_015639	NA	1	1	2	1	0	0	0	2	0	3	3	2
Caust.v2_015640-RA	Caust.v2_015640	NA	1	0	0	0	1	0	0	0	0	3	0	0
Caust.v2_015641-RA	Caust.v2_015641	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015642-RA	Caust.v2_015642	NA	0	0	0	0	0	0	0	0	0	1	0	0
Caust.v2_015643-RA	Caust.v2_015643	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015644-RA	Caust.v2_015644	NA	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_015645-RA	Caust.v2_015645	transmembrane and tpr repeat-containing protein 1-like	380	347	349	436	331	134	442	308	237	312	242	395
Caust.v2_015646-RA	Caust.v2_015646	myrosinase 1-like	343	729	197	1083	568	326	393	1437	411	1318	538	332
Caust.v2_015647-RA	Caust.v2_015647	transmembrane and tpr repeat-containing protein 1-like	24	11	12	16	12	4	14	13	5	20	7	20
Caust.v2_015648-RA	Caust.v2_015648	transmembrane and tpr repeat-containing protein 1-like	17	12	13	18	4	13	18	13	5	11	6	22
Caust.v2_015649-RA	Caust.v2_015649	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015650-RA	Caust.v2_015650	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015651-RA	Caust.v2_015651	NA	541	396	447	694	302	804	552	702	375	680	515	853
Caust.v2_015651-RA	Caust.v2_015651	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015651-RB	Caust.v2_015651	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015652-RA	Caust.v2_015652	dynein heavy chain axonemal	79	99	78	83	53	105	245	110	118	83	120	120
Caust.v2_015653-RA	Caust.v2_015653	NA	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015654-RA	Caust.v2_015654	NA	1	1	0	0	0	0	5	1	0	3	3	2
Caust.v2_015655-RA	Caust.v2_015655	NA	22	6	12	11	157	18	14	30	22	45	10	33
Caust.v2_015656-RA	Caust.v2_015656	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015657-RA	Caust.v2_015657	NA	0	0	0	0	1	2	2	2	1	1	0	0
Caust.v2_015658-RA	Caust.v2_015658	 	1426	1163	1119	1649	1002	1133	1115	1796	1310	1345	1161	1533
Caust.v2_015659-RA	Caust.v2_015659		85	47	110	160	99	180	181	187	110	161	156	107
Caust.v2_015660-RA	Caust.v2_015660	NA	404	284	415	308	343	439	311	475	495	303	339	408
Caust.v2_015661-RA	Caust.v2_015661	NA	1	2	0	0	0	0	2	2	0	1	0	0
Caust.v2_015662-RC	Caust.v2_015662	pab-dependent poly -specific ribonuclease subunit pan3	1200	851	1186	1112	727	1189	1471	1625	923	1001	985	1308
Caust.v2_015662-RA	Caust.v2_015662	pab-dependent poly -specific ribonuclease subunit pan3	0	0	0	0	0	2	0	1	0	0	0	0
Caust.v2_015662-RC	Caust.v2_015662	pab-dependent poly -specific ribonuclease subunit pan3	80	55	80	108	47	80	84	144	63	104	91	93
Caust.v2_015662-RC	Caust.v2_015662	pab-dependent poly -specific ribonuclease subunit pan3	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015662-RB	Caust.v2_015662	pab-dependent poly -specific ribonuclease subunit pan3	0	0	0	0	0	2	0	3	0	0	3	3
Caust.v2_015663-RA	Caust.v2_015663	NA	1915	980	1909	1395	763	1415	1808	1567	1254	1313	1334	2140
Caust.v2_015664-RA	Caust.v2_015664	histone chaperone asf1	1566	1026	1674	1577	1003	1536	2245	2343	1106	1267	1231	3617
Caust.v2_015665-RA	Caust.v2_015665	cytohesin-1-like isoform 2	39	19	25	34	7	18	19	47	20	48	20	14
Caust.v2_015666-RA	Caust.v2_015666	NA	2	0	0	2	2	0	0	0	2	3	0	0
Caust.v2_015667-RA	Caust.v2_015667	cytohesin-1-like isoform x1	63	159	40	148	62	43	93	114	90	88	93	61
Caust.v2_015668-RA	Caust.v2_015668	serine threonine-protein kinase atr	22	42	26	35	24	27	55	68	39	39	18	40
Caust.v2_015669-RA	Caust.v2_015669	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015670-RA	Caust.v2_015670	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015670-RB	Caust.v2_015670	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015670-RA	Caust.v2_015670	NA	11	8	1	0	0	0	0	1	4	1	0	0
Caust.v2_015671-RA	Caust.v2_015671	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015672-RA	Caust.v2_015672	dehydrogenase reductase sdr family member 11-like	2	26	5	12	9	3	11	9	20	14	4	4
Caust.v2_015673-RA	Caust.v2_015673	 	13	24	0	15	0	20	54	57	26	0	0	0
Caust.v2_015674-RA	Caust.v2_015674	dehydrogenase reductase sdr family member 11-like	5	7	3	6	1	12	7	18	12	3	1	17
Caust.v2_015675-RA	Caust.v2_015675	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015676-RA	Caust.v2_015676	uncharacterized protein loc103316131	0	0	0	0	0	1	0	0	0	0	1	1
Caust.v2_015677-RA	Caust.v2_015677	gamma-aminobutyric acid receptor alpha-like	2	4	0	4	1	7	0	11	19	0	2	3
Caust.v2_015678-RA	Caust.v2_015678	NA	0	0	0	0	3	0	0	1	1	0	0	1
Caust.v2_015679-RA	Caust.v2_015679	centrosome-associated protein 350	74	44	44	54	26	65	75	59	58	51	64	86
Caust.v2_015680-RA	Caust.v2_015680	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015681-RC	Caust.v2_015681	protein phosphatase methylesterase 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015681-RD	Caust.v2_015681	protein phosphatase methylesterase 1	0	0	1	0	0	2	0	0	0	0	0	0
Caust.v2_015681-RA	Caust.v2_015681	protein phosphatase methylesterase 1	65	87	90	83	162	29	4	31	26	30	43	12
Caust.v2_015681-RA	Caust.v2_015681	protein phosphatase methylesterase 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015681-RA	Caust.v2_015681	protein phosphatase methylesterase 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015682-RA	Caust.v2_015682	 	292	236	275	323	223	358	527	433	321	268	267	409
Caust.v2_015682-RB	Caust.v2_015682	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015682-RA	Caust.v2_015682	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015683-RA	Caust.v2_015683	NA	1	1	3	0	1	2	0	1	1	1	1	0
Caust.v2_015684-RC	Caust.v2_015684	aggrecan core protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015684-RB	Caust.v2_015684	aggrecan core protein	0	0	0	0	0	4	0	0	1	0	0	0
Caust.v2_015684-RA	Caust.v2_015684	aggrecan core protein	15	23	9	4	6	381	4	6	305	4	10	3
Caust.v2_015684-RA	Caust.v2_015684	aggrecan core protein	0	0	0	0	0	3	0	0	0	0	0	1
Caust.v2_015684-RA	Caust.v2_015684	aggrecan core protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015685-RA	Caust.v2_015685	glutamate receptor nmda 2b isoform x5	212	93	221	67	38	204	90	41	88	173	152	171
Caust.v2_015686-RA	Caust.v2_015686	NA	0	0	0	0	0	3	1	0	0	1	0	0
Caust.v2_015687-RA	Caust.v2_015687	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015688-RA	Caust.v2_015688	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015689-RA	Caust.v2_015689	nmda receptor isoform g	2	0	0	0	0	2	0	0	0	0	0	0
Caust.v2_015690-RA	Caust.v2_015690	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015691-RA	Caust.v2_015691	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_015692-RA	Caust.v2_015692	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_015693-RA	Caust.v2_015693	NA	0	0	0	0	0	0	1	0	1	0	0	0
Caust.v2_015694-RA	Caust.v2_015694	 	433	437	370	510	317	313	264	361	417	359	328	389
Caust.v2_015695-RA	Caust.v2_015695	26s proteasome complex subunit dss1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015696-RA	Caust.v2_015696	NA	387	364	456	464	347	366	338	485	354	293	379	426
Caust.v2_015697-RA	Caust.v2_015697	protein dopey-1-like protein	1045	584	615	1068	551	693	797	1204	757	899	769	1216
Caust.v2_015698-RA	Caust.v2_015698	NA	397	314	350	295	340	318	154	220	443	317	319	129
Caust.v2_015699-RA	Caust.v2_015699	zinc finger protein xfin-like	1390	938	1198	1404	888	1165	1415	1670	998	1067	1065	1880
Caust.v2_015700-RA	Caust.v2_015700	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_015701-RA	Caust.v2_015701	NA	2	2	0	1	0	0	0	1	1	0	0	0
Caust.v2_015702-RA	Caust.v2_015702	homeotic protein spalt-major	96	128	96	152	123	112	64	54	116	124	124	67
Caust.v2_015703-RA	Caust.v2_015703	 	205	61	94	281	74	106	22	57	88	128	99	37
Caust.v2_015704-RA	Caust.v2_015704	NA	3	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015705-RA	Caust.v2_015705	dnaj homolog subfamily b member 11-like	1788	1338	2047	1782	1556	1604	1877	2191	1434	1465	1672	2568
Caust.v2_015706-RA	Caust.v2_015706	 	1781	925	3896	824	1467	784	830	5381	2021	424	3051	2043
Caust.v2_015707-RA	Caust.v2_015707	probable atp-dependent rna helicase spindle-e-like	187	91	86	46	58	82	117	61	78	89	75	199
Caust.v2_015708-RA	Caust.v2_015708	odorant receptor 2	0	0	0	0	0	0	1	1	0	0	0	0
Caust.v2_015709-RA	Caust.v2_015709	NA	0	0	0	0	0	3	3	1	1	2	0	0
Caust.v2_015710-RA	Caust.v2_015710	endoglucanase 2-like	0	4	2	5	4	0	2	6	1	1	1	6
Caust.v2_015710-RC	Caust.v2_015710	endoglucanase 2-like	0	0	0	0	5	0	0	1	0	0	0	0
Caust.v2_015710-RA	Caust.v2_015710	endoglucanase 2-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015710-RB	Caust.v2_015710	endoglucanase 2-like	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_015710-RA	Caust.v2_015710	endoglucanase 2-like	83	259	161	467	231	217	60	232	349	290	196	312
Caust.v2_015711-RA	Caust.v2_015711	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015712-RA	Caust.v2_015712	NA	98	55	103	52	67	45	14	44	17	84	65	40
Caust.v2_015713-RA	Caust.v2_015713	isoform g	2	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_015714-RA	Caust.v2_015714	uncharacterized protein loc100881789	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015715-RA	Caust.v2_015715	NA	0	0	2	0	0	1	0	3	2	0	0	2
Caust.v2_015716-RA	Caust.v2_015716	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015717-RA	Caust.v2_015717	metabotropic glutamate receptor	1	1	2	0	0	0	0	0	2	2	2	0
Caust.v2_015718-RA	Caust.v2_015718	NA	1	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_015719-RA	Caust.v2_015719	NA	2	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015720-RA	Caust.v2_015720	NA	2	0	0	0	0	0	1	1	0	1	0	0
Caust.v2_015721-RA	Caust.v2_015721	metabotropic glutamate receptor	22	7	9	15	13	15	15	13	18	10	10	1
Caust.v2_015722-RA	Caust.v2_015722	NA	0	1	0	0	3	0	0	0	0	1	0	0
Caust.v2_015723-RA	Caust.v2_015723	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015724-RA	Caust.v2_015724	NA	3	1	0	0	1	0	0	0	3	1	0	0
Caust.v2_015725-RA	Caust.v2_015725	NA	407	300	424	261	333	478	53	152	628	164	210	40
Caust.v2_015726-RA	Caust.v2_015726	pou class transcription factor 2	4	2	3	1	3	0	0	1	3	1	3	0
Caust.v2_015727-RA	Caust.v2_015727	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015728-RA	Caust.v2_015728	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015729-RA	Caust.v2_015729	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015730-RA	Caust.v2_015730	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015731-RA	Caust.v2_015731	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015732-RA	Caust.v2_015732	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015733-RA	Caust.v2_015733	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015734-RA	Caust.v2_015734	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015735-RA	Caust.v2_015735	NA	0	0	2	0	0	3	0	0	0	0	0	0
Caust.v2_015736-RA	Caust.v2_015736	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_015737-RA	Caust.v2_015737	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015738-RA	Caust.v2_015738	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015739-RA	Caust.v2_015739	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015740-RA	Caust.v2_015740	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015741-RA	Caust.v2_015741	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015742-RA	Caust.v2_015742	oocyte zinc finger protein 6-like isoform x2	2830	711	1532	1417	576	1910	2167	2697	1165	1663	1448	2942
Caust.v2_015743-RA	Caust.v2_015743	steroid receptor seven- isoforms b c	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_015744-RA	Caust.v2_015744	NA	23	73	45	98	67	35	20	18	44	34	30	7
Caust.v2_015745-RA	Caust.v2_015745	26s protease regulatory subunit s10b	3037	2972	3094	3440	2887	3323	3509	5039	3214	2827	3245	4714
Caust.v2_015746-RA	Caust.v2_015746	trna (guanine-n -)-methyltransferase subunit wdr4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015747-RA	Caust.v2_015747	rna pseudouridylate synthase domain-containing protein 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015748-RB	Caust.v2_015748	tyramine receptor	4	0	1	0	0	1	2	3	3	1	5	1
Caust.v2_015748-RC	Caust.v2_015748	tyramine receptor	0	3	0	0	2	0	0	0	0	1	0	0
Caust.v2_015748-RB	Caust.v2_015748	tyramine receptor	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015748-RA	Caust.v2_015748	tyramine receptor	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015748-RB	Caust.v2_015748	tyramine receptor	145	102	100	112	80	148	144	160	149	127	83	93
Caust.v2_015749-RA	Caust.v2_015749	NA	33	14	55	33	32	111	407	536	443	643	13	46
Caust.v2_015750-RA	Caust.v2_015750	 	154	327	669	358	449	575	88	373	573	238	351	67
Caust.v2_015751-RA	Caust.v2_015751	NA	164	77	124	100	83	139	252	211	141	110	51	345
Caust.v2_015752-RA	Caust.v2_015752	tetratricopeptide repeat protein 7b	1399	1095	1324	1256	1003	1118	1086	1386	1195	1331	1210	1198
Caust.v2_015753-RA	Caust.v2_015753	alkylated dna repair protein alkb homolog 8-like	937	778	769	705	695	791	928	976	564	744	588	1009
Caust.v2_015754-RA	Caust.v2_015754	NA	5742	4521	5222	6302	4308	5158	6016	6914	4908	4910	4673	8509
Caust.v2_015755-RA	Caust.v2_015755	exosome complex component rrp45-like	5	0	1	0	1	0	0	0	0	0	1	0
Caust.v2_015756-RA	Caust.v2_015756	exosome complex component rrp45-like	102	74	80	93	65	99	80	110	85	97	85	107
Caust.v2_015757-RA	Caust.v2_015757	histone deacetylase complex subunit sap30 homolog	16	13	19	4	12	14	18	18	13	17	11	16
Caust.v2_015758-RA	Caust.v2_015758	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015759-RA	Caust.v2_015759	cytoskeleton-associated protein 5	3879	1878	2566	3472	1849	3449	5366	6059	2372	3208	2694	8428
Caust.v2_015760-RA	Caust.v2_015760	 	5453	4920	4065	6273	3897	3985	4646	5342	3404	4550	4274	5948
Caust.v2_015761-RA	Caust.v2_015761	NA	12	4	15	7	15	1	13	7	6	12	6	8
Caust.v2_015762-RA	Caust.v2_015762	serine protease	823	592	488	852	487	733	630	1002	547	680	646	1153
Caust.v2_015763-RA	Caust.v2_015763	von willebrand factor type egf and pentraxin domain-containing protein 1	432	322	319	414	312	459	428	571	418	312	478	472
Caust.v2_015764-RA	Caust.v2_015764	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015765-RA	Caust.v2_015765	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_015766-RA	Caust.v2_015766	NA	1	1	1	2	0	2	1	1	1	0	2	0
Caust.v2_015767-RA	Caust.v2_015767	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015768-RA	Caust.v2_015768	NA	3	6	3	1	2	2	8	2	4	2	1	1
Caust.v2_015769-RA	Caust.v2_015769	NA	1	4	2	0	1	0	2	1	4	0	0	1
Caust.v2_015770-RA	Caust.v2_015770	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015771-RA	Caust.v2_015771	NA	0	0	1	0	0	0	0	0	0	0	0	2
Caust.v2_015772-RA	Caust.v2_015772	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_015773-RA	Caust.v2_015773	NA	4	2	2	3	0	1	2	6	3	3	2	5
Caust.v2_015774-RA	Caust.v2_015774	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_015775-RA	Caust.v2_015775	NA	1	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_015776-RA	Caust.v2_015776	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015777-RA	Caust.v2_015777	NA	157	115	95	131	52	112	126	186	94	170	137	189
Caust.v2_015778-RA	Caust.v2_015778	NA	1	2	1	0	0	0	1	0	6	0	0	0
Caust.v2_015779-RA	Caust.v2_015779	NA	0	0	0	1	0	0	0	0	0	1	1	1
Caust.v2_015780-RA	Caust.v2_015780	NA	0	0	1	0	0	0	0	1	0	1	1	0
Caust.v2_015781-RA	Caust.v2_015781	tyrosine-protein kinase btk29a-like	114	37	66	68	23	89	98	119	57	54	56	213
Caust.v2_015782-RA	Caust.v2_015782	mediator of rna polymerase ii transcription subunit 7	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015782-RA	Caust.v2_015782	mediator of rna polymerase ii transcription subunit 7	308	249	178	287	213	171	213	300	275	270	233	288
Caust.v2_015782-RB	Caust.v2_015782	mediator of rna polymerase ii transcription subunit 7	7	2	1	1	1	4	4	4	5	8	5	7
Caust.v2_015783-RA	Caust.v2_015783	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015784-RA	Caust.v2_015784	 	4	3	5	3	1	2	5	3	1	8	2	4
Caust.v2_015785-RA	Caust.v2_015785	suppressor of g2 allele of skp1 homolog	1724	1595	1835	1886	1897	1457	1678	1874	1554	1536	1471	1961
Caust.v2_015786-RA	Caust.v2_015786	electron transfer flavoprotein subunit mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015787-RA	Caust.v2_015787	NA	88	125	118	104	141	147	119	179	133	107	154	220
Caust.v2_015788-RA	Caust.v2_015788	s1 rna-binding domain-containing protein 1-like	328	219	264	245	220	258	266	344	210	216	193	312
Caust.v2_015789-RA	Caust.v2_015789	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_015790-RA	Caust.v2_015790	NA	23	42	4	13	4	8	1	36	3	5	22	7
Caust.v2_015791-RA	Caust.v2_015791	NA	11	11	147	207	253	8	10	427	147	1	13	546
Caust.v2_015792-RA	Caust.v2_015792	 	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015793-RA	Caust.v2_015793	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015794-RA	Caust.v2_015794	cyclin-dependent kinase-like 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015794-RB	Caust.v2_015794	cyclin-dependent kinase-like 4-like	0	2	1	0	0	0	0	0	0	0	0	0
Caust.v2_015794-RB	Caust.v2_015794	cyclin-dependent kinase-like 4-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015795-RA	Caust.v2_015795	dna polymerase epsilon subunit 2	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015796-RA	Caust.v2_015796	egl nine homolog 1-like	0	0	0	0	1	0	0	0	0	0	0	0
Caust.v2_015797-RA	Caust.v2_015797	NA	3	2	7	7	2	1	9	10	12	1	4	6
Caust.v2_015798-RA	Caust.v2_015798	NA	0	0	0	0	0	1	0	0	0	0	1	0
Caust.v2_015799-RA	Caust.v2_015799	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_015800-RA	Caust.v2_015800	NA	0	0	1	0	0	0	0	0	0	0	0	0
Caust.v2_015801-RA	Caust.v2_015801	NA	0	0	0	0	0	0	0	0	0	0	0	0
