GeneInfo	GeneID	Gene_Desc	PL_N_1906	PL_N_1908	PL_N_1909	PL_P_1912	PL_P_1915	PL_P_1920	PL_SL_1926	PL_SL_1927	PL_SL_1930	PL_SM_1936	PL_SM_1939	PL_SM_1940
XM_014761369.1	LOC106794005	RNA-binding protein fusilli	47	122	24	51	59	99	50	127	108	43	78	49
XM_014761370.1	LOC106794005	RNA-binding protein fusilli	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761371.1	LOC106794007	zinc transporter foi	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761372.1	LOC106794007	zinc transporter foi	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761373.1	LOC106794007	zinc transporter foi	0	2	0	0	0	0	0	0	1	0	0	1
XM_014761374.1	LOC106794002	ankyrin-1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761375.1	LOC106794008	60S ribosomal protein L23	6727	10224	6394	7538	6426	7482	7866	7728	8448	7127	5729	6002
XM_014761376.1	LOC106794009	uncharacterized LOC106794009	16975	20523	14993	14157	13914	16970	10528	17514	17725	10161	12943	13783
XM_014761377.1	LOC106794010	mediator of RNA polymerase II transcription subunit 17	382	997	291	435	456	623	437	604	755	388	503	581
XM_014761378.1	LOC106794011	gamma-secretase subunit Aph-1	510	1499	377	579	556	860	520	806	1043	444	658	704
XM_014761379.1	LOC106794012	protein gooseberry-like	0	16	0	1	1	4	2	2	2	1	1	4
XM_014761380.1	LOC106794013	trafficking protein particle complex subunit 13	0	0	0	0	0	0	1	0	0	0	0	0
XM_014761381.1	LOC106794013	trafficking protein particle complex subunit 13	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761382.1	LOC106794002	ankyrin-1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761383.1	LOC106794013	trafficking protein particle complex subunit 13	0	1	0	0	0	1	0	0	0	1	1	2
XM_014761384.1	LOC106794014	GPN-loop GTPase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761385.1	LOC106794014	GPN-loop GTPase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761386.1	LOC106794014	GPN-loop GTPase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761387.1	LOC106794015	uncharacterized LOC106794015	130	226	91	108	101	114	123	144	129	129	93	84
XM_014761388.1	LOC106794016	PAX3- and PAX7-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761389.1	LOC106794016	PAX3- and PAX7-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761390.1	LOC106794016	PAX3- and PAX7-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761391.1	LOC106794016	PAX3- and PAX7-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761392.1	LOC106794018	coatomer subunit zeta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761393.1	LOC106794018	coatomer subunit zeta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761394.1	LOC106794018	coatomer subunit zeta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761395.1	LOC106794018	coatomer subunit zeta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761396.1	LOC106794017	la-related protein 7	711	1575	276	850	495	592	978	561	630	599	1243	1488
XM_014761397.1	LOC106794019	sulfide:quinone oxidoreductase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761398.1	LOC106794019	sulfide:quinone oxidoreductase, mitochondrial	0	2	4	0	2	1	3	3	1	4	3	3
XM_014761399.1	LOC106794019	sulfide:quinone oxidoreductase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761400.1	LOC106794019	sulfide:quinone oxidoreductase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761401.1	LOC106794019	sulfide:quinone oxidoreductase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761402.1	LOC106794020	nucleolysin TIAR	1308	2415	905	1560	1340	1444	1467	1498	1669	1188	1722	1857
XM_014761403.1	LOC106794021	KAT8 regulatory NSL complex subunit 2	1	0	0	0	0	0	3	0	0	0	0	0
XM_014761404.1	LOC106794021	KAT8 regulatory NSL complex subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761405.1	LOC106794023	cysteine-rich protein 1-like	981	1037	1207	981	798	1045	1075	905	1000	1195	904	908
XM_014761406.1	LOC106794024	maternal embryonic leucine zipper kinase-like	208	1950	97	318	420	783	392	620	1083	214	532	671
XM_014761407.1	LOC106794025	transient receptor potential channel pyrexia-like	1	0	2	0	1	0	6	4	1	1	3	2
XM_014761408.1	LOC106794025	transient receptor potential channel pyrexia-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761409.1	LOC106794022	protein CREG1	3861	5221	3537	3420	2658	3848	2660	3818	4205	3097	2553	2663
XM_014761410.1	LOC106794026	lipase member H-B-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761411.1	LOC106794027	lipase member H-B-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761412.1	LOC106794028	facilitated trehalose transporter Tret1-like	329	264	186	407	174	281	121	297	167	298	382	287
XM_014761413.1	LOC106794029	facilitated trehalose transporter Tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761414.1	LOC106794030	adenylate kinase isoenzyme 1-like	0	2	0	0	0	0	0	0	0	0	0	0
XM_014761415.1	LOC106794032	elongation of very long chain fatty acids protein 1-like	3778	3742	4594	2607	3000	3215	3325	3049	3511	3079	2698	3551
XM_014761416.1	LOC106794033	WD repeat-containing protein 66-like	6	21	0	8	12	12	8	15	25	13	9	12
XM_014761417.1	LOC106794034	histone H2B-like	174	1403	96	310	505	732	363	512	859	192	292	326
XM_014761418.1	LOC106794031	H/ACA ribonucleoprotein complex subunit 1	287	466	211	353	278	357	380	398	340	305	252	334
XM_014761419.1	LOC106794036	AMMECR1-like protein	797	1339	586	820	822	961	828	1012	1085	609	870	938
XM_014761420.1	LOC106794037	uncharacterized LOC106794037	277	500	203	301	271	368	313	358	402	258	263	297
XM_014761421.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761422.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761423.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761424.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761425.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761426.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761427.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761428.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761429.1	LOC106794038	disks large homolog 4	0	5	0	6	0	0	1	1	2	1	4	1
XM_014761430.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	1
XM_014761431.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761432.1	LOC106794038	disks large homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761433.1	LOC106794040	elongation of very long chain fatty acids protein 1-like	10555	12938	14693	9146	7216	13789	10403	9272	13553	9307	8040	10098
XM_014761434.1	LOC106794042	serine-rich adhesin for platelets	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761435.1	LOC106794042	serine-rich adhesin for platelets	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761436.1	LOC106794042	serine-rich adhesin for platelets	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761437.1	LOC106794042	serine-rich adhesin for platelets	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761438.1	LOC106794042	serine-rich adhesin for platelets	5	0	3	3	8	3	4	4	0	0	3	2
XM_014761439.1	LOC106794042	serine-rich adhesin for platelets	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761440.1	LOC106794043	histone H3.3	3515	6374	3275	4085	3903	4491	3569	4638	5328	3378	3648	3798
XM_014761441.1	LOC106794042	serine-rich adhesin for platelets	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761442.1	LOC106794045	venom acid phosphatase Acph-1-like	258	79	123	123	652	371	602	315	521	389	175	314
XM_014761443.1	LOC106794045	venom acid phosphatase Acph-1-like	27	15	19	27	105	52	90	57	65	41	16	26
XM_014761444.1	LOC106794046	upstream stimulatory factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761445.1	LOC106794046	upstream stimulatory factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761446.1	LOC106794046	upstream stimulatory factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761447.1	LOC106794047	histone H2A	315	2500	159	461	844	1355	565	876	2072	358	566	589
XM_014761448.1	LOC106794048	intraflagellar transport protein 172 homolog	182	178	102	176	139	153	215	170	151	209	245	231
XM_014761449.1	LOC106794051	mucin-5AC	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761450.1	LOC106794051	mucin-5AC	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761451.1	LOC106794051	mucin-5AC	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761452.1	LOC106794049	histone H3.3	5	2	3	6	2	6	5	7	6	0	1	8
XM_014761453.1	LOC106794051	mucin-5AC	2	0	0	2	0	0	1	0	0	0	1	2
XM_014761454.1	LOC106794052	transcriptional regulator ATRX homolog	3795	2605	3071	3454	2078	1909	3301	1854	1926	2782	3300	4143
XM_014761455.1	LOC106794053	thioredoxin reductase 1, mitochondrial	13	18	13	13	10	13	9	11	10	10	24	22
XM_014761456.1	LOC106794053	thioredoxin reductase 1, mitochondrial	26	18	21	15	17	22	7	17	17	24	21	33
XM_014761457.1	LOC106794053	thioredoxin reductase 1, mitochondrial	12	5	8	10	8	14	14	12	12	12	12	12
XM_014761458.1	LOC106794054	C-factor	213	345	162	163	211	293	155	257	248	189	185	247
XM_014761459.1	LOC106794055	B-cell CLL/lymphoma 7 protein family member A	0	0	0	0	0	0	0	0	2	0	0	0
XM_014761460.1	LOC106794055	B-cell CLL/lymphoma 7 protein family member A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761461.1	LOC106794049	histone H3.3	0	1	2	4	1	0	2	3	4	2	6	5
XM_014761462.1	LOC106794056	splicing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761463.1	LOC106794056	splicing factor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761464.1	LOC106794057	uncharacterized LOC106794057	730	391	544	610	682	567	657	549	383	569	817	938
XM_014761465.1	LOC106794058	slowpoke-binding protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761466.1	LOC106794058	slowpoke-binding protein	0	1	1	0	0	0	0	1	1	0	0	0
XM_014761467.1	LOC106794059	probable histone-binding protein Caf1	551	1932	312	714	845	1213	937	1071	1496	538	878	983
XM_014761468.1	LOC106794060	melanoma-associated antigen G1-like	258	561	161	284	223	305	273	384	409	259	274	301
XM_014761469.1	LOC106794061	uncharacterized LOC106794061	0	0	1	0	2	0	0	0	0	0	0	0
XM_014761470.1	LOC106794061	uncharacterized LOC106794061	8	5	6	4	2	5	11	6	1	5	9	9
XM_014761471.1	LOC106794063	lys-63-specific deubiquitinase BRCC36-like	504	1003	383	535	582	720	614	617	766	484	526	657
XM_014761472.1	LOC106794064	kinase suppressor of Ras 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761473.1	LOC106794062	structural maintenance of chromosomes protein 6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761474.1	LOC106794064	kinase suppressor of Ras 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761475.1	LOC106794064	kinase suppressor of Ras 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761476.1	LOC106794065	ankyrin repeat domain-containing protein 13D	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761477.1	LOC106794065	ankyrin repeat domain-containing protein 13D	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761478.1	LOC106794065	ankyrin repeat domain-containing protein 13D	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761479.1	LOC106794066	protein lin-37 homolog	0	2	0	0	0	0	0	0	0	0	0	0
XM_014761480.1	LOC106794066	protein lin-37 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761481.1	LOC106794067	ankyrin repeat and MYND domain-containing protein 2	769	2074	460	800	792	1043	801	1089	1331	584	905	1036
XM_014761482.1	LOC106794044	uncharacterized LOC106794044	12	11	3	10	17	15	21	13	9	22	21	30
XM_014761483.1	LOC106794062	structural maintenance of chromosomes protein 6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761484.1	LOC106794068	sodium-dependent noradrenaline transporter	52	67	35	51	82	61	135	86	55	60	53	85
XM_014761485.1	LOC106794069	histone H4	104	1317	34	153	360	731	209	492	904	129	291	302
XM_014761486.1	LOC106794070	HEAT repeat-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761487.1	LOC106794070	HEAT repeat-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761488.1	LOC106794071	histone H1-like	4821	5052	2368	5373	2949	3412	3456	4490	4036	3812	2620	3535
XM_014761489.1	LOC106794072	histone H3.3-like	35	1393	1	95	285	643	129	374	825	24	271	293
XM_014761490.1	LOC106794073	protein dimmed-like	123	40	115	83	181	70	168	98	67	42	61	179
XM_014761491.1	LOC106794073	protein dimmed-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761492.1	LOC106794073	protein dimmed-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761493.1	LOC106794073	protein dimmed-like	1	0	0	2	4	1	2	2	0	1	2	6
XM_014761494.1	LOC106794074	uncharacterized LOC106794074	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761495.1	LOC106794075	T-box-containing protein TBX6L-like	29	714	0	64	122	277	83	256	351	45	163	171
XM_014761496.1	LOC106794076	kielin/chordin-like protein	3	0	0	2	0	0	0	0	0	0	0	2
XM_014761497.1	LOC106794077	uncharacterized LOC106794077	3	3	3	6	3	7	6	8	3	10	4	7
XM_014761498.1	LOC106794078	dual specificity protein phosphatase CDC14A-like	86	96	63	76	71	43	69	58	64	54	69	60
XM_014761499.1	LOC106794079	uncharacterized LOC106794079	21	83	18	29	31	40	46	38	47	18	28	45
XM_014761500.1	LOC106794080	uncharacterized protein DDB_G0284459-like	11	8	12	11	8	2	6	11	7	4	4	2
XM_014761501.1	LOC106794081	uncharacterized LOC106794081	26	5	22	36	23	12	32	17	8	22	29	21
XM_014761502.1	LOC106794074	uncharacterized LOC106794074	1	0	0	0	0	0	0	0	0	0	0	0
XM_014761503.1	LOC106794082	uncharacterized LOC106794082	1785	2682	1948	1628	1282	2414	1626	2272	2603	1340	1726	1538
XM_014761504.1	LOC106794083	mitochondrial ribonuclease P protein 1 homolog	478	800	369	485	483	581	483	619	655	435	437	527
XM_014761505.1	LOC106794084	tyrosine-protein kinase transmembrane receptor Ror-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761506.1	LOC106794084	tyrosine-protein kinase transmembrane receptor Ror-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761507.1	LOC106794085	uncharacterized LOC106794085	57	9	4	41	12	7	31	10	4	31	20	25
XM_014761508.1	LOC106794086	probable serine/threonine-protein kinase clkA	2	0	0	0	0	0	0	1	2	0	1	0
XM_014761509.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761510.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761511.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761512.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761513.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761514.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761515.1	LOC106794088	acyl-CoA-binding domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761516.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761517.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761518.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761519.1	LOC106794087	RING finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761520.1	LOC106794089	speckle targeted PIP5K1A-regulated poly(A) polymerase-like	36	51	25	28	26	25	30	25	33	22	22	34
XM_014761521.1	LOC106794089	speckle targeted PIP5K1A-regulated poly(A) polymerase-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761522.1	LOC106794090	high-affinity choline transporter 1-like	0	0	4	0	0	1	1	0	0	0	0	0
XM_014761523.1	LOC106794090	high-affinity choline transporter 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014761524.1	LOC106794090	high-affinity choline transporter 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381331.1	LOC106783595	uncharacterized LOC106783595	14	5	1	1	4	3	8	5	6	13	4	5
XR_001381332.1	LOC106783616	uncharacterized LOC106783616	147	176	129	154	191	215	202	197	205	168	121	141
XR_001381333.1	LOC106783618	AP-3 complex subunit delta-1	88	114	67	116	56	67	93	78	90	90	87	113
XR_001381334.1	LOC106783637	KH domain-containing, RNA-binding, signal transduction-associated protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381335.1	LOC106783637	KH domain-containing, RNA-binding, signal transduction-associated protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381336.1	LOC106783654	uncharacterized LOC106783654	1	0	0	1	0	0	0	1	0	0	0	0
XR_001381337.1	LOC106783662	uncharacterized LOC106783662	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381338.1	LOC106783685	uncharacterized LOC106783685	1	0	1	2	1	0	3	1	2	3	1	7
XR_001381339.1	LOC106783686	uncharacterized LOC106783686	0	2	1	3	0	1	1	0	1	5	1	0
XR_001381340.1	LOC106783687	uncharacterized LOC106783687	3	0	0	4	0	0	0	0	0	1	2	1
XR_001381341.1	LOC106783688	uncharacterized LOC106783688	1	1	1	0	1	0	0	0	0	0	2	1
XR_001381342.1	LOC106783662	uncharacterized LOC106783662	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381343.1	LOC106783709	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381344.1	LOC106783745	succinate dehydrogenase assembly factor 4, mitochondrial-like	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381345.1	LOC106783754	uncharacterized LOC106783754	4	1	1	2	4	0	1	0	0	1	1	9
XR_001381346.1	LOC106783736	uncharacterized LOC106783736	8	5	3	1	2	4	9	3	3	6	11	4
XR_001381347.1	LOC106783782	uncharacterized LOC106783782	76	35	41	24	39	16	73	23	14	66	57	70
XR_001381348.1	LOC106783783	uncharacterized LOC106783783	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381349.1	LOC106783783	uncharacterized LOC106783783	0	0	1	0	0	0	1	0	0	0	0	0
XR_001381350.1	LOC106783789	uncharacterized LOC106783789	14	40	17	28	21	17	28	24	18	26	21	29
XR_001381351.1	LOC106783776	uncharacterized LOC106783776	16	6	7	9	6	10	15	9	11	21	23	11
XR_001381352.1	LOC106783795	uncharacterized LOC106783795	0	0	0	1	0	0	0	0	0	0	0	0
XR_001381353.1	LOC106783800	DEP domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381354.1	LOC106783807	uncharacterized LOC106783807	12	22	5	12	15	14	10	7	9	11	12	21
XR_001381355.1	LOC106783814	uncharacterized LOC106783814	416	684	425	360	372	412	431	486	539	353	376	352
XR_001381356.1	LOC106783816	uncharacterized LOC106783816	0	10	0	0	0	2	0	1	3	1	2	3
XR_001381357.1	LOC106783816	uncharacterized LOC106783816	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381358.1	LOC106783826	uncharacterized LOC106783826	1	2	2	1	0	0	2	0	1	3	2	3
XR_001381359.1	LOC106783833	cytospin-A-like	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381360.1	LOC106783857	uncharacterized LOC106783857	0	0	1	0	0	0	0	0	0	0	0	0
XR_001381361.1	LOC106783864	suppressor of hairless protein	17	8	9	15	9	9	11	12	1	12	19	25
XR_001381362.1	LOC106783867	uncharacterized LOC106783867	135	215	122	184	130	167	134	180	146	157	150	139
XR_001381363.1	LOC106783868	uncharacterized LOC106783868	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381364.1	LOC106783870	uncharacterized LOC106783870	2	1	1	0	3	0	2	0	2	4	4	2
XR_001381365.1	LOC106783886	serine/threonine-protein kinase SMG1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381366.1	LOC106783913	protein GPR107	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381367.1	LOC106783913	protein GPR107	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381368.1	LOC106783937	uncharacterized LOC106783937	12	36	0	17	14	17	25	13	21	13	12	24
XR_001381369.1	LOC106783943	uncharacterized LOC106783943	33	21	25	18	37	33	17	33	27	27	26	26
XR_001381370.1	LOC106783967	uncharacterized LOC106783967	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381371.1	LOC106783967	uncharacterized LOC106783967	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381372.1	LOC106783990	histone-lysine N-methyltransferase NSD2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381373.1	LOC106784008	uncharacterized LOC106784008	10	4	6	7	0	0	2	0	0	1	0	3
XR_001381374.1	LOC106784028	uncharacterized LOC106784028	28	14	16	22	11	17	7	15	11	15	11	12
XR_001381375.1	LOC106784032	uncharacterized LOC106784032	4	0	3	1	0	1	1	1	0	2	4	0
XR_001381376.1	LOC106784038	uncharacterized LOC106784038	1	0	0	2	1	0	0	1	1	0	2	1
XR_001381377.1	LOC106784056	uncharacterized LOC106784056	64	35	51	48	49	48	49	41	45	43	54	53
XR_001381378.1	LOC106784060	extensin-like	2	0	0	0	2	2	1	0	0	0	2	3
XR_001381379.1	LOC106784066	uncharacterized LOC106784066	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381380.1	LOC106784066	uncharacterized LOC106784066	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381381.1	LOC106784075	uncharacterized LOC106784075	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381382.1	LOC106784075	uncharacterized LOC106784075	0	0	0	1	0	0	0	0	0	0	0	3
XR_001381383.1	LOC106784075	uncharacterized LOC106784075	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381384.1	LOC106784075	uncharacterized LOC106784075	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381385.1	LOC106784093	uncharacterized LOC106784093	0	0	0	0	3	1	2	0	6	1	1	1
XR_001381386.1	LOC106784095	uncharacterized LOC106784095	161	105	80	113	100	83	113	105	76	138	103	197
XR_001381387.1	LOC106784085	uncharacterized LOC106784085	29	12	20	15	24	14	19	15	11	14	26	18
XR_001381388.1	LOC106784107	uncharacterized LOC106784107	2	6	9	5	11	3	6	3	4	7	7	10
XR_001381389.1	LOC106784085	uncharacterized LOC106784085	66	12	25	56	58	32	60	41	23	43	41	67
XR_001381390.1	LOC106784135	uncharacterized LOC106784135	65	29	50	55	28	19	36	6	8	47	51	40
XR_001381391.1	LOC106784085	uncharacterized LOC106784085	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381392.1	LOC106784143	uncharacterized LOC106784143	595	788	497	657	514	553	590	618	621	601	481	530
XR_001381393.1	LOC106784164	uncharacterized LOC106784164	0	0	0	0	1	0	0	0	0	0	1	1
XR_001381394.1	LOC106784165	uncharacterized LOC106784165	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381395.1	LOC106784167	uncharacterized LOC106784167	1	4	2	1	2	1	3	1	0	0	4	4
XR_001381396.1	LOC106784153	uncharacterized LOC106784153	264	82	105	235	198	170	290	147	141	243	176	316
XR_001381397.1	LOC106784183	ADP-ribosylation factor-like protein 4C	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381398.1	LOC106784223	focal adhesion kinase 1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381399.1	LOC106784264	endothelin-converting enzyme 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381400.1	LOC106784264	endothelin-converting enzyme 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381401.1	LOC106784264	endothelin-converting enzyme 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381402.1	LOC106784269	segment polarity protein dishevelled homolog DVL-3	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381403.1	LOC106784276	uncharacterized LOC106784276	40	31	18	25	42	24	27	36	23	37	23	51
XR_001381404.1	LOC106784277	uncharacterized LOC106784277	3	11	4	8	3	2	5	7	5	2	5	11
XR_001381405.1	LOC106784302	uncharacterized LOC106784302	62	85	48	52	48	45	54	58	48	35	65	45
XR_001381406.1	LOC106784305	vacuolar protein sorting-associated protein 41 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381407.1	LOC106784315	G patch domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381408.1	LOC106784316	mitochondrial import inner membrane translocase subunit Tim9-like	0	0	0	1	0	0	1	0	0	0	0	0
XR_001381409.1	LOC106784317	uncharacterized LOC106784317	2	3	5	4	1	3	1	5	6	2	3	3
XR_001381410.1	LOC106784373	meiosis arrest female protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381411.1	LOC106784383	uncharacterized LOC106784383	3	7	1	1	7	6	2	3	7	6	7	9
XR_001381412.1	LOC106784390	uncharacterized LOC106784390	4	12	3	6	3	6	6	10	2	10	10	8
XR_001381413.1	LOC106784393	uncharacterized LOC106784393	0	0	0	1	0	0	0	0	0	0	0	0
XR_001381414.1	LOC106784393	uncharacterized LOC106784393	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381415.1	LOC106784405	uncharacterized LOC106784405	0	0	0	0	0	0	0	0	0	0	0	0
XR_001381416.1	LOC106784410	popeye domain-containing protein 3-like	22	37	15	27	19	28	12	25	26	17	38	24
