GeneInfo	GeneID	Gene_Desc	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_020867243.1	LOC100649600	uncharacterized LOC100649600	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867244.1	LOC100649600	uncharacterized LOC100649600	2	1	4	3	2	0	0	2	1	2	1	0
XM_020867245.1	LOC100644504	uncharacterized LOC100644504	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867246.1	LOC100644504	uncharacterized LOC100644504	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867247.1	LOC100642228	DNA-binding protein RFX2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867248.1	LOC100642228	DNA-binding protein RFX2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867249.1	LOC100651622	dnaJ homolog subfamily C member 7	1298	1595	1341	1410	1132	1303	1457	1331	1174	1174	1129	1198
XM_020867250.1	LOC110119180	protein THEM6-like	681	866	816	916	654	630	754	603	791	643	556	567
XM_020867251.1	LOC100642470	traB domain-containing protein	0	0	1	0	0	0	0	0	0	0	0	0
XM_020867252.1	LOC100642306	protein I'm not dead yet	0	3	1	1	1	2	0	1	1	1	1	2
XM_020867253.1	LOC100642665	myotubularin-related protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867254.1	LOC100642665	myotubularin-related protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867255.1	LOC100643346	PAXIP1-associated glutamate-rich protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867256.1	LOC100643346	PAXIP1-associated glutamate-rich protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867257.1	LOC100643346	PAXIP1-associated glutamate-rich protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867258.1	LOC100646882	protein I'm not dead yet	14	12	22	4	8	9	10	10	15	21	8	7
XM_020867259.1	LOC100649714	calcyphosin-like protein	7	3	2	1	3	1	5	7	5	3	2	0
XM_020867260.1	LOC100649714	calcyphosin-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867261.1	LOC110119999	titin-like	2	3	0	2	0	1	0	0	1	0	0	1
XM_020867262.1	LOC110119999	titin-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867263.1	LOC110119999	titin-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867264.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867265.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867266.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	28	21	22	9	14	21	14	30	23	13	7	14
XM_020867267.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	7	4	3	0	2	4	1	4	5	0	5	1
XM_020867268.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	140	118	154	61	100	67	135	124	78	75	92	76
XM_020867269.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	28	42	36	22	35	17	21	40	21	15	22	27
XM_020867270.1	LOC100647175	tetraspanin-9	3230	3106	2978	2376	2268	2290	2466	2294	2272	1983	1455	2143
XM_020867271.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867272.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	5	2	3	3	1	6	7	2	5	2	0	4
XM_020867273.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	32	31	23	13	9	20	19	21	14	34	7	8
XM_020867274.1	LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase	84	61	106	75	85	68	230	154	122	129	66	55
XM_020867275.1	LOC105666615	glycine-rich cell wall structural protein-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867276.1	LOC100644742	glycine dehydrogenase (decarboxylating), mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867277.1	LOC100644742	glycine dehydrogenase (decarboxylating), mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867278.1	LOC110119181	pyrimidine-specific ribonucleoside hydrolase RihA-like	0	0	0	0	0	0	0	0	0	1	0	0
XM_020867279.1	LOC110119181	pyrimidine-specific ribonucleoside hydrolase RihA-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867280.1	LOC110119181	pyrimidine-specific ribonucleoside hydrolase RihA-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867281.1	LOC110119181	pyrimidine-specific ribonucleoside hydrolase RihA-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867282.1	LOC100644503	regucalcin	8117	20492	20137	21116	17137	21568	20111	11356	12427	11991	12267	13883
XM_020867283.1	LOC100652307	mucin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867284.1	LOC100645102	uncharacterized LOC100645102	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867285.1	LOC100652307	mucin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867286.1	LOC105666638	uncharacterized LOC105666638	53	69	69	43	36	50	47	44	64	73	31	67
XM_020867287.1	LOC100650906	esterase FE4	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867288.1	LOC100650792	polypyrimidine tract-binding protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867289.1	LOC100650792	polypyrimidine tract-binding protein 2	5	0	2	0	2	0	0	0	4	0	0	1
XM_020867290.1	LOC100643785	uncharacterized LOC100643785	4	2	0	7	6	1	1	3	2	1	1	2
XM_020867291.1	LOC105666630	uncharacterized LOC105666630	1060	559	618	566	606	538	973	775	528	659	365	399
XM_020867292.1	LOC100642781	eukaryotic initiation factor 4A-I	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867293.1	LOC105666631	activating signal cointegrator 1 complex subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867294.1	LOC100642748	sn1-specific diacylglycerol lipase beta	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867295.1	LOC110120003	uncharacterized LOC110120003	1	0	0	0	0	0	0	0	0	0	0	0
XM_020867296.1	LOC110120004	uncharacterized LOC110120004	5	9	11	10	7	2	5	3	6	4	2	7
XM_020867297.1	LOC100643062	GATA-binding factor C	85	46	48	62	75	56	50	81	65	32	43	43
XM_020867298.1	LOC100644827	uncharacterized LOC100644827	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867299.1	LOC100644827	uncharacterized LOC100644827	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867300.1	LOC100644827	uncharacterized LOC100644827	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867301.1	LOC100642748	sn1-specific diacylglycerol lipase beta	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867302.1	LOC100647649	uncharacterized LOC100647649	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867303.1	LOC100650133	leucine-rich repeat flightless-interacting protein 2	35	29	28	17	20	23	23	22	25	26	20	24
XM_020867304.1	LOC100650133	leucine-rich repeat flightless-interacting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867305.1	LOC100642588	uncharacterized LOC100642588	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867306.1	LOC100642588	uncharacterized LOC100642588	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867307.1	LOC100651347	cyclin-G-associated kinase	1067	1561	1499	1502	1102	1403	1957	1088	995	1004	1033	1166
XM_020867308.1	LOC100647678	ubiquitin-like modifier-activating enzyme atg7	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867309.1	LOC100647678	ubiquitin-like modifier-activating enzyme atg7	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867310.1	LOC100646273	muscle LIM protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867311.1	LOC100646273	muscle LIM protein 1	0	0	0	1	0	0	0	0	0	0	0	1
XM_020867312.1	LOC100646273	muscle LIM protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867313.1	LOC100646273	muscle LIM protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867314.1	LOC100646273	muscle LIM protein 1	15	18	20	10	32	19	25	13	9	14	18	15
XM_020867315.1	LOC100644153	mitochondrial carrier protein Rim2	7	10	5	15	14	5	8	11	5	6	8	5
XM_020867316.1	LOC100645223	peroxiredoxin-5, mitochondrial	234	110	142	147	127	137	163	136	127	138	69	89
XM_020867317.1	LOC100647641	tumor protein p53-inducible nuclear protein 2	41	49	74	46	42	26	47	47	29	23	27	59
XM_020867318.1	LOC100647641	tumor protein p53-inducible nuclear protein 2	67	12	23	48	28	32	78	41	55	37	18	14
XM_020867319.1	LOC100647320	uncharacterized LOC100647320	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867320.1	LOC100647320	uncharacterized LOC100647320	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867321.1	LOC100647320	uncharacterized LOC100647320	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867322.1	LOC100649192	vacuolar protein sorting-associated protein 13D	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867323.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867324.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867325.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867326.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867327.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867328.1	LOC100643726	mucosa-associated lymphoid tissue lymphoma translocation protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867329.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867330.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867331.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867332.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867333.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867334.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867335.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867336.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867337.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867338.1	LOC100649948	uncharacterized LOC100649948	7	12	1	9	7	16	18	6	8	9	9	9
XM_020867339.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867340.1	LOC100649948	uncharacterized LOC100649948	58	46	34	41	48	57	82	46	36	32	26	39
XM_020867341.1	LOC100649948	uncharacterized LOC100649948	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867342.1	LOC100650668	dentin sialophosphoprotein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867343.1	LOC100650668	dentin sialophosphoprotein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867344.1	LOC100650668	dentin sialophosphoprotein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867345.1	LOC100650668	dentin sialophosphoprotein	0	3	0	4	0	0	0	1	0	0	0	0
XM_020867346.1	LOC100650668	dentin sialophosphoprotein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867347.1	LOC100650059	uncharacterized LOC100650059	1	4	1	1	0	3	1	4	3	3	0	1
XM_020867348.1	LOC105666635	uncharacterized LOC105666635	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867349.1	LOC110120006	uncharacterized LOC110120006	6	6	0	6	3	1	6	2	1	1	5	1
XM_020867350.1	LOC100643914	calcium-binding mitochondrial carrier protein Aralar1	0	0	0	0	0	1	0	0	0	0	0	0
XM_020867351.1	LOC100643914	calcium-binding mitochondrial carrier protein Aralar1	35	19	23	24	36	33	53	31	31	14	21	21
XM_020867352.1	LOC100643914	calcium-binding mitochondrial carrier protein Aralar1	5	8	5	1	3	1	2	5	3	0	5	2
XM_020867353.1	LOC100643914	calcium-binding mitochondrial carrier protein Aralar1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867354.1	LOC100643914	calcium-binding mitochondrial carrier protein Aralar1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867355.1	LOC100643914	calcium-binding mitochondrial carrier protein Aralar1	0	0	0	0	0	0	0	0	0	0	1	0
XM_020867356.1	LOC100651226	exocyst complex component 8	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867357.1	LOC100651226	exocyst complex component 8	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867358.1	LOC100651466	protein SMG9	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867359.1	LOC100651466	protein SMG9	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867360.1	LOC100652060	protein Dr1	0	0	0	0	0	0	1	0	0	0	0	0
XM_020867361.1	LOC100644311	regulator of G-protein signaling 7	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867362.1	LOC100645814	monocarboxylate transporter 13	824	514	445	329	461	381	690	409	746	647	320	345
XM_020867363.1	LOC100648491	protein transport protein Sec24A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867364.1	LOC100647123	A-kinase anchor protein 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867365.1	LOC100647242	2-phosphoxylose phosphatase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867366.1	LOC105666675	uncharacterized LOC105666675	9	9	6	6	0	8	6	6	5	4	3	13
XM_020867367.1	LOC110120015	uncharacterized LOC110120015	0	3	2	2	1	2	3	2	1	2	2	2
XM_020867368.1	LOC110120015	uncharacterized LOC110120015	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867369.1	LOC105667110	organic cation transporter protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867370.1	LOC110120016	uncharacterized LOC110120016	42	27	35	20	26	32	49	19	38	26	13	16
XM_020867371.1	LOC100649977	uncharacterized LOC100649977	5189	4885	3963	3281	2993	3448	3337	3130	3897	3673	2308	2994
XM_020867372.1	LOC100647086	trafficking kinesin-binding protein milt	2	3	5	5	7	5	5	0	0	5	7	4
XM_020867373.1	LOC100651778	zinc finger and BTB domain-containing protein 12	5	5	6	3	0	1	3	1	1	3	3	2
XM_020867374.1	LOC100631084	elongation factor 1alpha F2	24	47	33	29	25	37	42	27	17	40	60	26
XM_020867375.1	LOC105666659	ejaculatory bulb-specific protein 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867376.1	LOC100645895	kinectin	0	0	0	0	0	0	1	0	0	0	0	0
XM_020867377.1	LOC100647559	lysophospholipid acyltransferase 5	3	0	2	1	0	1	0	1	0	1	0	1
XM_020867378.1	LOC100647559	lysophospholipid acyltransferase 5	16	21	17	9	20	27	27	23	5	15	21	22
XM_020867379.1	LOC100642426	liprin-beta-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867380.1	LOC100642426	liprin-beta-1	114	168	208	164	122	150	186	119	152	174	111	139
XM_020867381.1	LOC100646246	arylsulfatase B	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867382.1	LOC100643385	tetraspanin-1	1	2	1	0	2	2	1	1	2	3	3	2
XM_020867383.1	LOC100643385	tetraspanin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867384.1	LOC100644108	AMP deaminase 2	1	0	1	1	2	3	3	3	3	0	3	0
XM_020867385.1	LOC100644108	AMP deaminase 2	1	3	6	7	2	2	2	2	3	2	1	5
XM_020867386.1	LOC100644108	AMP deaminase 2	288	279	251	165	243	200	176	292	165	88	158	241
XM_020867387.1	LOC100644108	AMP deaminase 2	225	163	181	153	196	152	177	208	160	121	112	165
XM_020867388.1	LOC100644625	X-ray repair cross-complementing protein 5	4	0	1	1	5	0	1	1	1	1	1	0
XM_020867389.1	LOC100644625	X-ray repair cross-complementing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867390.1	LOC100644625	X-ray repair cross-complementing protein 5	1	1	2	1	1	0	2	2	0	5	0	1
XM_020867391.1	LOC100644625	X-ray repair cross-complementing protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867392.1	LOC100643428	threonine aspartase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867393.1	LOC100643428	threonine aspartase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867394.1	LOC100645029	uncharacterized LOC100645029	169	151	115	129	180	80	108	107	168	127	117	129
XM_020867395.1	LOC105666676	zinc finger protein 567	151	75	128	111	104	78	115	114	91	96	82	74
XM_020867396.1	LOC100649238	vesicle transport protein USE1	3	12	20	6	8	8	11	8	3	6	4	8
XM_020867397.1	LOC100649238	vesicle transport protein USE1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867398.1	LOC100651026	phosphofurin acidic cluster sorting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867399.1	LOC100651026	phosphofurin acidic cluster sorting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867400.1	LOC100651026	phosphofurin acidic cluster sorting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867401.1	LOC100651026	phosphofurin acidic cluster sorting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867402.1	LOC100650910	UPF0692 protein CG33108	63	44	23	30	33	43	47	28	28	20	20	30
XM_020867403.1	LOC100650669	DNA topoisomerase 2-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867404.1	LOC100650669	DNA topoisomerase 2-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867405.1	LOC100647323	uncharacterized LOC100647323	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867406.1	LOC100647323	uncharacterized LOC100647323	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867407.1	LOC100647323	uncharacterized LOC100647323	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867408.1	LOC100643867	ribonuclease Z, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867409.1	LOC100642544	uncharacterized LOC100642544	51	33	24	27	38	48	47	40	33	43	20	28
XM_020867410.1	LOC100642307	tyrosine-protein kinase hopscotch	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867411.1	LOC100644511	RNA exonuclease 1 homolog	1160	1236	1070	953	857	941	1251	897	843	886	707	772
XM_020867412.1	LOC100646490	glucose dehydrogenase [FAD, quinone]-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867413.1	LOC105666641	uncharacterized LOC105666641	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867414.1	LOC100646367	ankycorbin	0	0	0	0	0	0	0	2	0	0	0	0
XM_020867415.1	LOC100642865	endoribonuclease Dcr-1	1440	1198	1209	1178	1089	1047	1591	1170	1005	1100	836	854
XM_020867416.1	LOC100643748	alpha-(1,3)-fucosyltransferase 10	215	208	242	217	138	196	243	172	179	172	176	173
XM_020867417.1	LOC100652263	sex peptide receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867418.1	LOC100643102	sentrin-specific protease 1	544	743	675	612	487	710	880	461	398	514	551	584
XM_020867419.1	LOC110120025	uncharacterized LOC110120025	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867420.1	LOC110120025	uncharacterized LOC110120025	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867421.1	LOC100651146	N-terminal Xaa-Pro-Lys N-methyltransferase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867422.1	LOC100651146	N-terminal Xaa-Pro-Lys N-methyltransferase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867423.1	LOC100651146	N-terminal Xaa-Pro-Lys N-methyltransferase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867424.1	LOC100643991	H(+)/Cl(-) exchange transporter 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867425.1	LOC100644948	nitrogen permease regulator 3-like protein	6	4	3	3	5	6	6	6	3	9	9	2
XM_020867426.1	LOC100644948	nitrogen permease regulator 3-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867427.1	LOC100644948	nitrogen permease regulator 3-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867428.1	LOC100644948	nitrogen permease regulator 3-like protein	0	0	0	1	0	0	0	1	0	0	0	0
XM_020867429.1	LOC100649519	uncharacterized LOC100649519	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867430.1	LOC100647322	gustatory receptor for sugar taste 64f-like	20	22	7	8	19	20	21	16	14	15	14	6
XM_020867431.1	LOC100645426	gustatory receptor for sugar taste 64f-like	80	60	30	52	58	74	111	41	69	30	43	37
XM_020867432.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867433.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867434.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867435.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867436.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867437.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867438.1	LOC100647879	cyclic nucleotide-gated cation channel alpha-3	2	2	4	1	4	0	3	6	0	1	0	3
XM_020867439.1	LOC100651025	septin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867440.1	LOC100651586	sphingomyelin phosphodiesterase 1	25	12	14	15	5	17	16	16	11	16	10	5
XM_020867441.1	LOC110120029	uncharacterized LOC110120029	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867442.1	LOC110120029	uncharacterized LOC110120029	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867443.1	LOC110120029	uncharacterized LOC110120029	3	0	2	3	0	1	0	0	0	0	0	1
XM_020867444.1	LOC110120029	uncharacterized LOC110120029	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867445.1	LOC100645433	growth/differentiation factor 8	0	0	0	1	0	0	0	0	0	0	0	0
XM_020867446.1	LOC100648187	choline-phosphate cytidylyltransferase A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867447.1	LOC100648187	choline-phosphate cytidylyltransferase A	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867448.1	LOC100646807	nose resistant to fluoxetine protein 6	1872	2038	1384	1645	1787	2106	2221	1697	1463	1116	1344	1451
XM_020867449.1	LOC100645065	integrin alpha-4	62	25	38	31	29	33	59	24	38	62	17	36
XM_020867450.1	LOC100645815	uncharacterized LOC100645815	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867451.1	LOC100645815	uncharacterized LOC100645815	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867452.1	LOC100645815	uncharacterized LOC100645815	2	2	2	6	0	3	3	1	3	0	1	2
XM_020867453.1	LOC100645815	uncharacterized LOC100645815	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867454.1	LOC100644703	gamma-aminobutyric acid receptor subunit beta-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867455.1	LOC100644703	gamma-aminobutyric acid receptor subunit beta-like	2	6	2	1	2	1	4	0	1	1	0	4
XM_020867456.1	LOC100644703	gamma-aminobutyric acid receptor subunit beta-like	1	1	1	2	1	0	1	3	1	2	2	1
XM_020867457.1	LOC100644703	gamma-aminobutyric acid receptor subunit beta-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867458.1	LOC100651145	ets DNA-binding protein pokkuri	0	0	3	1	2	0	0	0	1	0	0	0
XM_020867459.1	LOC100651145	ets DNA-binding protein pokkuri	3	7	2	1	3	3	5	2	1	0	1	2
XM_020867460.1	LOC100651145	ets DNA-binding protein pokkuri	1292	1498	1443	1183	1018	1079	1302	1109	1034	1214	811	1112
XM_020867461.1	LOC100651623	tumor necrosis factor receptor superfamily member wengen	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867462.1	LOC100652305	rho GTPase-activating protein 7	0	3	1	0	0	2	0	0	0	2	0	1
XM_020867463.1	LOC100651506	single-stranded DNA-binding protein, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867464.1	LOC100648264	dynein beta chain, ciliary	65	53	49	19	23	26	52	45	34	38	17	36
XM_020867465.1	LOC100647917	dynein beta chain, ciliary-like	10	22	25	9	16	29	21	13	15	8	16	13
XM_020867466.1	LOC100648037	dynein beta chain, ciliary	1	6	2	3	2	6	9	6	8	4	1	0
XM_020867467.1	LOC110119155	dynein beta chain, ciliary-like	3	7	7	6	10	5	11	9	2	6	4	10
XM_020867468.1	LOC110120033	uncharacterized LOC110120033	18	10	7	25	8	5	21	6	18	11	8	2
XM_020867469.1	LOC100648379	dynein heavy chain 9, axonemal	3	11	19	11	8	6	12	1	8	3	3	8
XM_020867470.1	LOC110119154	dynein heavy chain 17, axonemal-like	3	1	6	0	1	4	1	0	2	0	1	2
XM_020867471.1	LOC105666678	neurexin-3	4	2	0	1	0	0	2	2	1	0	3	6
XM_020867472.1	LOC100646013	neurexin-3	995	607	789	598	639	409	1829	560	695	1428	627	449
XM_020867473.1	LOC100652330	DNA-binding protein Ikaros	1296	1021	969	834	861	922	1108	951	949	1014	787	744
XM_020867474.1	LOC100650305	uncharacterized LOC100650305	523	447	312	327	318	316	411	301	324	345	195	221
XM_020867475.1	LOC100643506	tubulin-specific chaperone D-like	411	552	439	424	354	407	516	464	356	279	395	375
XM_020867476.1	LOC100644349	coiled-coil domain-containing protein 40	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867477.1	LOC100644349	coiled-coil domain-containing protein 40	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867478.1	LOC100644349	coiled-coil domain-containing protein 40	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867479.1	LOC100644349	coiled-coil domain-containing protein 40	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867480.1	LOC100651391	facilitated trehalose transporter Tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867481.1	LOC100651391	facilitated trehalose transporter Tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867482.1	LOC100651391	facilitated trehalose transporter Tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867483.1	LOC100651391	facilitated trehalose transporter Tret1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867484.1	LOC100645936	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867485.1	LOC100651507	uncharacterized LOC100651507	162	167	188	210	97	147	112	102	115	103	146	172
XM_020867486.1	LOC100647680	ubiquitin-conjugating enzyme E2 E1	972	1025	821	789	846	901	1212	733	779	818	725	678
XM_020867487.1	LOC100645936	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867488.1	LOC100649752	CD63 antigen	6	2	5	1	5	4	11	5	2	5	4	1
XM_020867489.1	LOC100645936	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_020867490.1	LOC110120039	uncharacterized LOC110120039	0	0	0	0	0	0	0	0	0	0	0	0
